"Date","Price","Open","High","Low","Vol.","Change %"
"01/04/2024","1.0943","1.0921","1.0973","1.0915","","0.20%"
"01/03/2024","1.0921","1.0943","1.0966","1.0892","","-0.24%"
"01/02/2024","1.0947","1.1044","1.1046","1.0938","","-0.88%"
"01/01/2024","1.1044","1.1044","1.1048","1.1036","","0.07%"
"12/29/2023","1.1036","1.1061","1.1085","1.1034","","-0.21%"
"12/28/2023","1.1059","1.1107","1.1141","1.1055","","-0.40%"
"12/27/2023","1.1103","1.1043","1.1123","1.1028","","0.55%"
"12/26/2023","1.1042","1.1010","1.1046","1.1008","","0.32%"
"12/25/2023","1.1007","1.1017","1.1022","1.0993","","-0.03%"
"12/22/2023","1.1010","1.1010","1.1041","1.0993","","0.02%"
"12/21/2023","1.1008","1.0941","1.1013","1.0934","","0.64%"
"12/20/2023","1.0938","1.0980","1.0985","1.0929","","-0.38%"
"12/19/2023","1.0980","1.0924","1.0988","1.0914","","0.53%"
"12/18/2023","1.0922","1.0903","1.0932","1.0891","","0.26%"
"12/15/2023","1.0894","1.0994","1.1005","1.0889","","-0.88%"
"12/14/2023","1.0991","1.0874","1.1010","1.0872","","1.09%"
"12/13/2023","1.0873","1.0793","1.0898","1.0773","","0.75%"
"12/12/2023","1.0792","1.0762","1.0829","1.0759","","0.29%"
"12/11/2023","1.0761","1.0762","1.0780","1.0741","","0.00%"
"12/08/2023","1.0761","1.0794","1.0802","1.0723","","-0.29%"
"12/07/2023","1.0792","1.0769","1.0818","1.0755","","0.28%"
"12/06/2023","1.0762","1.0793","1.0805","1.0759","","-0.31%"
"12/05/2023","1.0795","1.0836","1.0848","1.0777","","-0.38%"
"12/04/2023","1.0836","1.0887","1.0896","1.0804","","-0.41%"
"12/01/2023","1.0881","1.0887","1.0913","1.0828","","-0.05%"
"11/30/2023","1.0886","1.0971","1.0985","1.0878","","-0.75%"
"11/29/2023","1.0968","1.0992","1.1018","1.0960","","-0.20%"
"11/28/2023","1.0990","1.0954","1.1010","1.0934","","0.34%"
"11/27/2023","1.0953","1.0937","1.0960","1.0925","","0.13%"
"11/24/2023","1.0939","1.0905","1.0949","1.0895","","0.32%"
"11/23/2023","1.0904","1.0888","1.0932","1.0884","","0.16%"
"11/22/2023","1.0887","1.0911","1.0924","1.0852","","-0.20%"
"11/21/2023","1.0909","1.0940","1.0965","1.0899","","-0.27%"
"11/20/2023","1.0938","1.0913","1.0953","1.0897","","0.28%"
"11/17/2023","1.0907","1.0848","1.0917","1.0825","","0.53%"
"11/16/2023","1.0850","1.0847","1.0897","1.0829","","0.04%"
"11/15/2023","1.0846","1.0879","1.0886","1.0831","","-0.30%"
"11/14/2023","1.0879","1.0698","1.0889","1.0692","","1.70%"
"11/13/2023","1.0697","1.0684","1.0706","1.0664","","0.15%"
"11/10/2023","1.0681","1.0668","1.0694","1.0655","","0.14%"
"11/09/2023","1.0666","1.0707","1.0726","1.0660","","-0.38%"
