"Date","Price","Open","High","Low","Vol.","Change %"
"10/16/2016","644.2","640.2","645.8","639.8","2.39K","0.62%"
"10/15/2016","640.2","643.0","645.7","637.9","2.40K","-0.44%"
"10/14/2016","643.0","637.0","645.4","636.7","6.64K","0.94%"
"10/13/2016","637.0","637.6","643.7","636.4","5.01K","-0.10%"
"10/12/2016","637.6","641.9","644.1","637.3","3.85K","-0.64%"
"10/11/2016","641.7","618.9","646.0","618.1","12.53K","3.70%"
"10/10/2016","618.9","616.6","620.0","615.9","3.09K","0.37%"
"10/09/2016","616.6","620.5","620.9","614.4","2.74K","-0.63%"
"10/08/2016","620.5","620.1","622.9","617.9","3.11K","0.06%"
"10/07/2016","620.1","613.5","621.2","613.0","4.85K","1.08%"
"10/06/2016","613.5","614.1","615.9","612.7","3.08K","-0.09%"
"10/05/2016","614.1","610.7","617.3","610.0","3.41K","0.51%"
"10/04/2016","611.0","612.7","614.0","609.6","4.01K","-0.26%"
"10/03/2016","612.6","609.1","613.2","608.9","3.28K","0.57%"
"10/02/2016","609.1","614.1","614.2","607.0","4.97K","-0.81%"
"10/01/2016","614.1","611.1","616.9","611.1","1.90K","0.49%"
"09/30/2016","611.1","604.6","612.9","604.3","2.36K","1.08%"
"09/29/2016","604.6","603.8","607.8","603.2","3.14K","0.14%"
"09/28/2016","603.8","605.5","605.8","603.1","2.05K","-0.29%"
"09/27/2016","605.5","609.1","609.9","602.0","3.20K","-0.59%"
"09/26/2016","609.1","600.4","610.0","599.9","3.11K","1.46%"
"09/25/2016","600.4","602.5","603.6","597.6","1.39K","-0.36%"
"09/24/2016","602.5","603.3","605.8","601.5","0.94K","-0.12%"
"09/23/2016","603.3","597.1","604.0","596.0","1.96K","1.04%"
"09/22/2016","597.1","597.4","598.7","596.0","2.33K","-0.06%"
"09/21/2016","597.4","600.1","600.1","592.7","7.66K","-0.44%"
"09/20/2016","600.0","609.8","612.0","600.0","3.37K","-1.60%"
"09/19/2016","609.8","613.0","615.0","608.9","2.96K","-0.53%"
"09/18/2016","613.0","607.7","615.9","607.4","2.93K","0.88%"
"09/17/2016","607.7","610.0","610.6","605.0","3.57K","-0.38%"
"09/16/2016","610.0","611.8","614.2","609.5","3.70K","-0.29%"
"09/15/2016","611.8","613.9","617.3","611.0","4.38K","-0.34%"
"09/14/2016","613.9","614.2","617.4","612.0","5.93K","-0.06%"
"09/13/2016","614.2","611.6","618.0","610.0","7.27K","0.43%"
"09/12/2016","611.6","612.1","615.2","608.1","4.97K","-0.08%"
