"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 10, 2023","102.980","102.975","103.250","102.770","20.58K","0.23%"
"Jan 09, 2023","102.743","103.690","103.690","102.680","35.68K","-0.87%"
"Jan 06, 2023","103.646","104.840","105.500","103.620","38.59K","-1.13%"
"Jan 05, 2023","104.828","103.830","105.060","103.780","26.34K","0.78%"
"Jan 04, 2023","104.021","104.375","104.385","103.595","22.70K","-0.28%"
"Jan 03, 2023","104.312","103.445","104.650","103.235","32.36K","1.01%"
"Dec 30, 2022","103.269","103.640","103.865","103.145","22.93K","-0.31%"
"Dec 29, 2022","103.586","104.080","104.215","103.535","14.45K","-0.57%"
"Dec 28, 2022","104.182","104.005","104.270","103.565","19.01K","0.28%"
"Dec 27, 2022","103.893","103.835","104.110","103.585","13.28K","-0.11%"
"Dec 23, 2022","104.010","104.175","104.235","103.815","15.93K","-0.11%"
"Dec 22, 2022","104.127","103.800","104.300","103.435","21.05K","0.27%"
"Dec 21, 2022","103.847","103.625","104.065","103.515","16.95K","0.23%"
"Dec 20, 2022","103.606","104.370","104.415","103.400","30.55K","-0.95%"
"Dec 19, 2022","104.595","104.625","104.655","104.150","0.06K","-0.06%"
"Dec 16, 2022","104.661","104.460","104.815","104.230","15.35K","0.12%"
"Dec 15, 2022","104.532","103.610","104.860","103.500","40.25K","0.76%"
"Dec 14, 2022","103.739","103.990","104.195","103.395","49.73K","-0.20%"
"Dec 13, 2022","103.943","104.940","105.085","103.530","34.51K","-1.10%"
"Dec 12, 2022","105.104","104.850","105.235","104.640","29.21K","0.29%"
"Dec 09, 2022","104.799","104.770","105.200","104.410","38.53K","0.04%"
"Dec 08, 2022","104.756","105.225","105.415","104.685","26.31K","-0.29%"
"Dec 07, 2022","105.056","105.565","105.800","104.820","33.34K","-0.46%"
"Dec 06, 2022","105.542","105.095","105.585","104.850","28.96K","0.29%"
"Dec 05, 2022","105.239","104.435","105.360","104.065","35.49K","0.71%"
"Dec 02, 2022","104.500","104.795","105.575","103.935","43.74K","-0.18%"
"Dec 01, 2022","104.689","105.570","105.860","104.550","43.75K","-1.14%"
"Nov 30, 2022","105.897","106.660","107.150","105.710","37.35K","-0.82%"
"Nov 29, 2022","106.768","106.605","106.820","105.995","24.38K","0.13%"
"Nov 28, 2022","106.632","106.120","106.695","105.255","42.07K","0.68%"
"Nov 25, 2022","105.917","105.845","106.345","105.605","16.78K","-0.05%"
"Nov 24, 2022","105.967","105.880","105.995","105.545","13.44K","0.00%"
"Nov 23, 2022","105.967","107.045","107.135","105.910","31.04K","-1.07%"
"Nov 22, 2022","107.115","107.570","107.660","107.010","20.07K","-0.57%"
"Nov 21, 2022","107.732","106.910","107.895","106.780","23.69K","0.85%"
"Nov 18, 2022","106.826","106.485","106.920","106.230","27.11K","0.22%"
"Nov 17, 2022","106.592","106.250","107.140","105.975","35.05K","0.41%"
"Nov 16, 2022","106.152","106.470","106.665","105.720","46.22K","-0.13%"
"Nov 15, 2022","106.295","106.900","106.995","105.155","75.91K","-0.22%"
"Nov 14, 2022","106.531","106.655","107.150","106.330","40.26K","0.35%"
"Nov 11, 2022","106.164","108.050","108.320","106.140","55.54K","-1.78%"
"Nov 10, 2022","108.092","110.205","110.890","107.585","71.97K","-2.14%"
"Nov 09, 2022","110.460","109.625","110.545","109.355","46.85K","0.84%"
"Nov 08, 2022","109.542","110.000","110.500","109.240","37.00K","-0.41%"
"Nov 07, 2022","109.993","111.000","111.170","109.920","34.39K","-0.71%"
"Nov 04, 2022","110.774","112.875","112.875","110.610","62.90K","-1.80%"
"Nov 03, 2022","112.804","112.030","113.045","111.705","50.91K","1.42%"
"Nov 02, 2022","111.226","111.365","112.025","110.260","48.15K","-0.12%"
"Nov 01, 2022","111.359","111.440","111.655","110.565","36.50K","-0.05%"
"Oct 31, 2022","111.420","110.675","111.535","110.585","24.96K","0.74%"
"Oct 28, 2022","110.606","110.395","110.925","110.135","38.12K","0.14%"
"Oct 27, 2022","110.453","109.450","110.480","109.365","50.40K","0.82%"
"Oct 26, 2022","109.552","110.840","111.015","109.465","50.48K","-1.15%"
"Oct 25, 2022","110.830","111.815","112.065","110.625","49.49K","-0.96%"
